date,NVDA,AVGO,MSFT,META,JPM,XLF,XOM,SPY
2025-12-09,184.5381927,404.0257874,488.9182129,655.2557983,296.3025208,52.63851166,115.9244843,677.4274902
2025-12-10,183.3509521,410.6685791,475.5430603,648.4434814,305.7680969,53.24116898,117.1891174,681.9204102
2025-12-11,180.5075989,404.1053162,480.4221497,651.0168457,312.9363098,54.20936584,117.1891174,683.5072021
2025-12-12,174.6114044,357.9241333,475.5132751,642.5587769,314.0603333,54.28840637,116.4832687,676.1580811
2025-12-15,175.8784332,337.9162598,471.8266602,646.3570557,315.5393677,54.32792664,115.4441223,675.1365356
2025-12-16,177.3051147,339.3979797,473.3867798,655.9798584,311.131897,53.98213577,112.4246902,673.2918701
2025-12-17,170.5409393,324.203125,473.1184387,648.3435059,310.5699463,53.97225952,115.1010056,665.8832397
2025-12-18,173.7334595,328.0415955,480.9289246,663.2669067,308.6176453,53.88334274,114.2481155,670.911499
2025-12-19,180.5674744,338.4631958,482.8566895,657.5969849,312.7686768,54.17972946,114.3951645,676.9923096
2025-12-22,183.2611542,340.1968384,481.8629761,660.3220825,318.5663452,54.8449707,115.8264465,681.2098999
2025-12-23,188.7682953,348.0379333,483.7807922,663.7559814,321.3666077,54.95402527,117.0714722,684.3233032
2025-12-24,188.1696777,348.9346313,484.9434204,666.3613892,324.5612488,55.25144958,116.8754044,686.7305298
2025-12-26,190.0851898,350.837616,484.6354065,662.1088867,323.3188782,55.1423912,116.7675629,686.6608887
2025-12-29,187.7805939,348.1076965,484.0292358,657.5171509,319.2171326,54.8449707,118.1596451,684.2138672
2025-12-30,187.1021729,348.565979,484.4068604,664.7642212,318.8917542,54.70616913,118.6105957,683.3783569
2025-12-31,186.064621,344.8297424,480.571167,658.9146729,317.7085571,54.29969025,117.9733734,678.3152466
2026-01-02,188.4091187,346.3441467,469.9584961,649.2518921,320.9229431,54.4583168,120.2379532,679.5585938
2026-01-05,187.6808319,342.1596069,469.8690796,657.6169434,329.3630676,55.64801407,122.8946533,684.0845337
2026-01-06,186.802887,342.5083008,475.4933777,659.4437256,331.413269,55.91569901,118.6694183,688.1529541
2026-01-07,188.6685028,342.2392883,480.4221497,647.5349731,323.8660889,55.13248062,116.1597595,685.9347534
2026-01-08,184.608017,331.2597351,475.0959167,644.9096069,326.6393433,55.41999054,120.4928436,685.8651123
2026-01-09,184.4284363,343.7039185,476.2585449,651.8970947,326.0450745,55.25144958,122.1594086,690.401001
2026-01-12,184.508255,350.9173279,474.1717529,640.8269043,321.3899536,54.81522751,121.5908127,691.4852295
2026-01-13,185.3762207,353.3085022,467.7028198,629.9663086,307.9297791,53.764328,124.0514526,690.1026001
2026-01-14,182.7124481,338.6425781,456.4840088,614.4240112,304.9287415,53.68501663,127.6394653,686.7106323
2026-01-15,186.613327,341.7610474,453.7811279,619.6945801,306.305481,53.90312576,126.5905228,688.5806885
2026-01-16,185.7952271,350.4191589,456.9609375,619.1455688,309.4848022,53.97252274,127.335556,688.0037231
2026-01-20,177.6542816,331.379303,451.6546021,603.0443115,299.8477478,52.74317551,127.894371,673.9981689
2026-01-21,182.8920441,327.5932312,441.3102112,611.8685913,299.15448,53.00093842,130.9824219,681.7768555
2026-01-22,184.4084778,324.2953796,448.2959595,646.4768066,300.729248,53.34793472,131.0118256,685.3379517
2026-01-23,187.2318726,318.8753357,463.0125732,657.5870361,294.8757019,52.61428833,132.3156586,685.5865479
2026-01-26,186.0346832,323.6577454,467.3152771,671.1627808,298.1640015,52.95137024,132.1882172,689.0680542
2026-01-27,188.079895,331.5686035,477.5503235,671.7716675,297.440979,52.54489136,134.1390839,691.8134766
2026-01-28,191.0728912,332.0169373,478.5937195,667.5392456,297.8965454,52.53497696,134.8743439,691.7438354
2026-01-29,192.0605621,329.5161743,430.7671509,736.9953613,303.4926147,53.090168,137.7467041,690.3711548
2026-01-30,190.6837921,330.0840759,427.5773926,715.2241821,302.9676819,52.98110962,138.6192017,688.3120728
2026-02-02,185.1766968,329.8947449,420.7009888,705.1520996,305.1961975,53.56604385,135.6782074,691.7339478
2026-02-03,179.9189758,319.1543274,408.6176758,690.4683228,311.8420715,53.07033539,140.9033966,685.8850098
2026-02-04,173.7833405,306.9193726,411.5788879,667.7987671,314.2389221,53.49664688,144.6874695,682.5626831
2026-02-05,171.4787292,309.3703918,391.1882629,669.0166016,307.1968689,52.83240128,143.2071686,674.0379639
2026-02-06,184.9771423,331.6981506,398.6111755,660.2822266,319.3199463,53.7940712,146.1187744,686.9692383
2026-02-09,189.5963287,342.6776733,410.9926147,676.0140991,319.0228271,53.47681808,148.2362976,690.2816772
2026-02-10,188.0998383,339.1905212,410.6646423,669.5256958,315.2392883,53.090168,148.6088104,688.4613037
2026-02-11,189.6063385,341.5020142,401.8207703,667.4993286,307.8505859,52.28712463,152.5007324,688.3021851
2026-02-12,186.5035858,329.9545593,399.3067627,648.6529541,299.7487183,51.24613953,147.9611359,677.6687012
2026-02-13,182.3832245,323.976593,398.7900085,638.6308594,299.6595459,51.20648575,146.5005798,678.1461182
2026-02-17,184.5381927,331.319519,394.3581238,638.1516113,304.1958008,51.75175858,144.2702637,679.2402954
2026-02-18,187.5411377,332.2859497,397.0808411,642.074646,305.8300476,52.13841248,148.7012939,682.6621094
2026-02-19,187.4613342,332.7641907,396.8517761,643.631897,305.1070251,51.7021904,148.9874878,680.8616333
2026-02-20,189.3768616,331.4291077,395.6267395,654.4924927,307.8208618,52.03927231,145.3459473,685.7855835
2026-02-23,191.102829,329.127594,382.9182434,636.1152954,294.8262329,50.29438019,148.7802429,678.7827759
2026-02-24,192.3997955,324.2953796,387.4299316,638.1616211,294.4597168,50.54223633,147.299942,683.7164917
2026-02-25,195.1034546,331.0903625,398.9831238,652.526062,300.4023743,51.42459488,147.1025696,689.4859009
2026-02-26,184.458374,320.5193176,400.0986023,655.8401489,303.2053833,52.04918289,146.5894012,685.656189
2026-02-27,176.7763519,318.3771973,391.1548462,647.0258789,297.4310608,50.9883728,150.4973907,682.3637085
2026-03-02,182.0539856,317.6498718,396.9413757,652.3962402,294.7172546,50.85948944,152.194809,682.751709
2026-03-03,179.6296692,312.6881714,402.2996826,653.9135742,297.391449,50.77026367,149.8361969,676.7337036
