date,BTC,ETH,NVDA,AVGO,MSFT,META,JPM,XLF,XOM
2026-08-06,64293,1903,218.7452393,420.5700073,498.9207458,589.9000244,356.2999878,57.81000137,153.8438416
2026-08-07,64885,1913.1,223.7096863,427.7600098,499.0505066,592.0999756,357.519989,57.59999847,152.0554199
2026-08-10,63952,1872.5,217.306839,422.3999939,505.1091309,594.9199829,359.7900085,57.81000137,158.7619934
2026-08-11,63560,1882,217.256897,416.0799866,502.8633423,599.1199951,362.0400085,57.79999924,158.7719269
2026-08-12,63468,1879.5,223.8395233,416.0499878,491.5047302,578.8499756,365.1799927,57.91999817,158.7222443
2026-08-13,63480,1885.4,225.0481873,417.8200073,495.9463806,594.9699707,363.1099854,58.25999832,157.5895844
2026-08-14,63029,1881.2,224.9083405,392.9899902,494.4691467,589.8499756,362.8399963,58.15999985,159.0700073
2026-08-17,64494,1913,224.7584991,392.4299927,479.4474487,568.9699707,360.9599915,57.58000183,161.4600067
2026-08-18,64696,1916.8,219.4944,380,480.7250366,543.6699829,363.25,57.84000015,165.5599976
2026-08-19,69323,2253.5,217.3168335,362.480011,483.3999939,546.0300293,357.2600098,57.47999954,164.7700043
2026-08-20,72996,2328,216.6076355,364.0299988,481.1499939,545.8300171,351.5499878,56.95000076,166.1499939
2026-08-21,78383,2518.3,214.480011,368.4500122,483.2399902,549.9000244,351.5799866,57.47999954,165.1100006
2026-08-24,78996,2482.3,208.2469788,358.7600098,487.3099976,559.0200195,356.3900146,58.22000122,164.0500031
2026-08-25,78494,2441.6,212.8118744,356.7399902,491.7099915,570.0499878,356.6900024,58.31000137,160.6399994
2026-08-26,79026,2506,209.4256592,355.5899963,496.3699951,576.1400146,356.5,58.25999832,158.1900024
2026-08-27,80221,2510.1,227.725174,371.5400085,505.0599976,571.0999756,354.2200012,57.88000107,156.4400024
2026-08-28,77832,2442.3,217.306839,368.7900085,513.5300293,578.0200195,357.6199951,58.09999847,156.7100067
2026-08-31,78574,2468,220.5332336,370.3399963,507.2900085,572.3400269,356.019989,57.70999908,160.9499969
2026-09-01,77419,2418.9,217.1969757,369.6799927,501.019989,578.539978,354.9500122,57.20000076,164.5500031
2026-09-02,77319,2391.6,224.1591797,367.2399902,496.8200073,592.8499756,356.2200012,57.65999985,164.1499939
2026-09-03,81244,2508.1,228.1946564,357.1600037,510.1199951,610.6799927,362.0599976,58.56000137,162.2100067
2026-09-04,79623,2455.4,230.1025238,357.8999939,499.7000122,616.7700195,358.6400146,58.09999847,159.4700012
2026-09-08,78417,2484.4,225.4776917,368.5599976,493.9500122,613.4799805,353.5100098,57.29999924,160.6600037
2026-09-09,78275,2467.2,223.4199982,364.3800049,491.6499939,653.6900024,354.7099915,57.06000137,164.2299957
2026-09-10,76533,2437.1,218.3600006,360.8299866,492.4400024,644.3800049,353.5599976,56.86999893,165.2299957
2026-09-11,77180,2515.4,218.2899933,361.9899902,495.6300049,648.0300293,356.230011,57.25,165.9900055
2026-09-14,78182,2514.9,210.9600067,344.7200012,505.4100037,665.5999756,350.1300049,57.02999878,165.0800018
2026-09-15,75608,2397,212.1699982,339.269989,497.1199951,670.2399902,352.4899902,56.84999847,169.3200073
